id,rank,  workers  ,company,state,city,  growth_in_%  ,  revenue  ,industry,yrs_on_list
22890,1,227,Fuhu,CA,El Segundo,"158,957","$195,640,000.00 ",Consumer Products & Services,2
25747,2,191,Quest Nutrition,CA,El Segundo,"57,348","$82,640,563.00 ",Food & Beverage,1
25643,3,145,Reliant Asset Management,VA,Arlington,"55,460","$85,076,502.00 ",Business Products & Services,1
26098,4,62,Superfish,CA,Palo Alto,"26,043","$35,293,000.00 ",Software,1
26182,5,92,Acacia Communications,MA,Maynard,"20,690","$77,652,360.00 ",Telecommunications,1
22913,6,50,Provider Power,ME,Auburn,"19,877","$137,977,203.00 ",Energy,2
22937,7,129,Crescendo Bioscience,CA,South San Francisco,"18,375","$27,308,000.00 ",Health,2
25413,8,130,Plexus Worldwide,AZ,Scottsdale,"16,458","$159,897,088.00 ",Health,1
26079,9,264,Vacasa,OR,Portland,"16,192","$26,263,454.00 ",Travel & Hospitality,1
25861,10,11,Go Energies,NC,Wilmington,"16,007","$32,851,754.00 ",Energy,1
25231,11,113,Minute Key,CO,Boulder,"14,588","$15,782,039.00 ",Consumer Products & Services,1
26450,12,135,Sainstore,KS,Lenexa,"14,087","$19,243,863.00 ",Business Products & Services,1
22892,13,153,The HCI Group,FL,Jacksonville,"13,231","$34,583,142.00 ",Health,2
26223,14,313,Dynamic Dental Partners Group,FL,Palmetto,"12,896","$19,802,935.00 ",Health,1
25021,15,159,Aseptia,NC,Raleigh,"12,427","$13,887,650.00 ",Food & Beverage,1
26535,16,34,Asentra Health,HI,Honolulu,"12,128","$20,445,071.00 ",Health,1
24632,17,436,American Solar Direct,CA,Los Angeles,"11,560","$52,086,567.00 ",Energy,1
26246,18,42,Prescient Edge,VA,McLean,"11,498","$12,315,210.00 ",Government Services,1
22962,19,27,BlueSquare Resolutions,AZ,Scottsdale,"11,489","$46,400,872.00 ",Financial Services,2
25398,20,44,BES Design/Build,AL,Fairhope,"11,375","$11,819,161.00 ",Engineering,1
25290,21,12,Simpler Trading,TX,Austin,"10,523","$11,260,000.00 ",Financial Services,1
24803,22,790,sweetFrog Premium Frozen Yogurt,VA,Richmond,"10,372","$34,382,478.00 ",Food & Beverage,1
25925,23,17,Base Commerce,AZ,Tempe,"10,186","$12,479,598.00 ",Financial Services,1
25323,24,102,CPSG Partners,TX,Dallas,"9,532","$17,095,000.00 ",IT Services,1
25679,25,102,MedHOK,FL,Tampa,"9,109","$17,037,000.00 ",Health,1
25524,26,90,Showroom Logic,FL,Miami,"8,449","$13,443,409.00 ",Advertising & Marketing,1
25360,27,27,WeVeel,PA,Morrisville,"8,240","$9,007,000.00 ",Consumer Products & Services,1
25764,28,10,PackIt,CA,Westlake Village,"7,878","$11,874,148.00 ",Consumer Products & Services,1
25317,29,8,American Retirement Advisors,AZ,Scottsdale,"7,758","$13,876,488.00 ",Financial Services,1
26342,30,200,HighPoint Global,IN,Indianapolis,"7,639","$95,810,719.00 ",Business Products & Services,1
24949,31,33,AdKarma,MO,Columbia,"7,635","$13,326,503.00 ",Advertising & Marketing,1
25188,32,176,Axtria,NJ,Berkeley Heights,"7,351","$8,963,909.00 ",IT Services,1
25240,33,24,Dolls Kill,CA,San Francisco,"7,056","$7,585,000.00 ",Retail,1
25357,34,140,Centric Digital,NY,New York,"6,898","$18,045,419.00 ",Business Products & Services,1
25522,35,55,Retail Capital,MI,Troy,"6,861","$7,013,359.00 ",Financial Services,1
22949,36,61,Restore Health,WI,Madison,"6,663","$6,821,205.00 ",Health,2
25527,37,53,OpenRoad Lending,TX,North Richland Hills,"6,603","$8,853,881.00 ",Financial Services,1
25755,38,25,Pontchartrain Partners,LA,New Orleans,"6,535","$10,545,091.00 ",Government Services,1
25634,39,1,Team Extreme Marketing International,MD,Chevy Chase,"6,369","$6,772,856.00 ",Consumer Products & Services,1
25306,40,4,Choice Energy,IA,Des Moines,"6,021","$20,894,369.00 ",Energy,1
26117,41,24,ReviMedia,NY,New York,"5,817","$5,963,105.00 ",Advertising & Marketing,1
26490,42,96,SmartZip Analytics,CA,Pleasanton,"5,811","$11,396,150.00 ",Software,1
25659,43,48,Thompson Gray,AL,Huntsville,"5,753","$14,104,761.00 ",Government Services,1
26179,44,147,MCSG Technologies,OK,Norman,"5,715","$7,686,703.00 ",IT Services,1
25965,45,20,Innovative Surveillance Solutions,TX,Tyler,"5,605","$10,247,444.00 ",Security,1
25677,46,379,Nordic,WI,Madison,"5,593","$81,410,104.00 ",Health,1
25385,47,40,Michigan Realty Solutions,MI,Richmond,"5,531","$6,178,120.00 ",Real Estate,1
25931,48,17,Ohio Investments,OH,Enon,"5,507","$23,809,245.00 ",Real Estate,1
25654,49,30,Adore Me,NY,New York,"5,506","$5,637,838.00 ",Retail,1
26146,50,35,IQ Formulations,FL,Sunrise,"5,486","$8,269,660.00 ",Health,1
26092,51,32,MAX Digital,IL,Chicago,"5,483","$6,577,541.00 ",Software,1
25699,52,50,MaxHome,LA,New Orleans,"5,439","$5,792,929.00 ",Construction,1
17948,53,"1,106",Alex and Ani,RI,Cranston,"5,221","$230,109,687.00 ",Retail,5
25453,54,46,Crowdtap,NY,New York,"5,217","$6,261,593.00 ",Advertising & Marketing,1
25107,55,30,Compass Automation,IL,Elgin,"5,214","$5,703,235.00 ",Manufacturing,1
25445,56,35,Multifamily Utility,CA,San Diego,"5,196","$5,757,194.00 ",Real Estate,1
21041,57,19,The Joint,AZ,Scottsdale,"5,139","$5,958,067.00 ",Health,3
26233,58,70,Bizness Apps,CA,San Francisco,"5,079","$6,178,728.00 ",Software,1
25846,59,59,EcoSense Lighting,CA,Los Angeles,"5,059","$15,363,997.00 ",Manufacturing,1
26043,60,61,PhotoBin,CA,San Diego,"5,003","$6,385,268.00 ",Consumer Products & Services,1
25914,61,44,PMG Worldwide,TX,Fort Worth,"5,000","$5,764,577.00 ",Advertising & Marketing,1
21105,62,19,Victor Securities,NJ,Englewood,"4,897","$6,494,832.00 ",Financial Services,3
24951,63,89,eLan Technologies,TX,Irving,"4,864","$9,149,555.00 ",IT Services,1
25166,64,41,Centennial Lending Group,PA,Maple Glen,"4,845","$166,889,598.00 ",Financial Services,1
26157,65,143,Tough Mudder,NY,Brooklyn,"4,738","$107,900,476.00 ",Health,1
21440,66,40,Netcom3 Global,CA,Laguna Niguel,"4,725","$30,058,088.00 ",Software,3
26204,67,3,Gideon Services,AL,Huntsville,"4,723","$23,252,268.00 ",Government Services,1
22983,68,34,Viderity,DC,Washington,"4,723","$18,327,000.00 ",Government Services,2
25774,69,37,Affectiva,MA,Waltham,"4,676","$5,017,670.00 ",Software,1
24877,70,40,AdHarmonics,MA,Cambridge,"4,669","$45,929,345.00 ",Advertising & Marketing,1
23088,71,28,Acordis International,FL,Miramar,"4,639","$6,000,834.00 ",IT Services,2
26510,72,40,KRAVE Pure Foods,CA,Sonoma,"4,632","$16,940,863.00 ",Food & Beverage,1
25018,73,175,Main Street Hub,TX,Austin,"4,625","$9,157,664.00 ",Advertising & Marketing,1
26093,74,4,First Point Power,RI,East Greenwich,"4,355","$23,499,000.00 ",Energy,1
26181,75,64,Ethology,AZ,Scottsdale,"4,219","$8,815,804.00 ",Advertising & Marketing,1
22998,76,126,Regal Wings,NY,Brooklyn,"4,146","$54,355,000.00 ",Travel & Hospitality,2
25843,77,23,Solect Energy Development,MA,Hopkinton,"4,101","$12,477,972.00 ",Energy,1
25910,78,16,Old Pro Roofing,TX,Burleson,"4,076","$4,897,229.00 ",Construction,1
25062,79,53,Clean Energy Experts,CA,Manhattan Beach,"4,064","$6,058,237.00 ",Advertising & Marketing,1
25618,80,32,LogoUp.com,FL,Pompano Beach,"4,062","$8,003,961.00 ",Retail,1
25868,81,28,ANALYTICA,DC,Washington,"4,056","$15,010,399.00 ",IT Services,1
22919,82,131,Phunware,TX,Austin,"4,040","$22,119,065.00 ",Software,2
25510,83,39,iCracked,CA,Redwood City,"4,033","$7,315,850.00 ",Consumer Products & Services,1
25545,84,13,BuyBackWorld,NY,Long Island City,"4,011","$4,139,786.00 ",Consumer Products & Services,1
25518,85,49,Tahzoo,DC,Washington,"3,946","$5,693,350.00 ",Advertising & Marketing,1
24946,86,"1,250",Connexion Point,UT,Salt Lake City,"3,944","$18,286,053.00 ",Health,1
25892,87,2,Meister Cook,IN,Fort Wayne,"3,943","$7,707,138.00 ",Business Products & Services,1
22933,88,150,TUNE,WA,Seattle,"3,939","$18,904,275.00 ",Advertising & Marketing,2
25880,89,28,Constructure Management,PA,Malvern,"3,929","$33,167,746.00 ",Construction,1
25212,90,14,Pendo Management Group,MO,Lee's Summit,"3,878","$8,471,671.00 ",Real Estate,1
25460,91,45,Gemini Consulting & Services,MO,St. Louis,"3,870","$6,469,651.00 ",IT Services,1
22952,92,764,Next Step Living,MA,Boston,"3,860","$58,009,000.00 ",Energy,2
25047,93,26,FastPay,CA,Beverly Hills,"3,825","$5,061,986.00 ",Financial Services,1
26166,94,6,Early Upgrade,FL,Jacksonville,"3,746","$18,068,816.00 ",Consumer Products & Services,1
25745,95,90,Yochana IT Solutions,MI,Farmington Hills,"3,694","$5,637,285.00 ",IT Services,1
25698,96,192,American Care Partners,VA,Falls Church,"3,657","$6,580,396.00 ",Health,1
25126,97,10,Prepay Nation,PA,Berwyn,"3,637","$110,914,763.00 ",Financial Services,1
25287,98,115,PEG Bandwidth,TX,The Colony,"3,613","$32,895,443.00 ",Telecommunications,1
26456,99,108,Global Energy Efficiency,NY,Bronx,"3,589","$12,860,765.00 ",Energy,1
26317,100,72,LaunchPoint,IL,Itasca,"3,544","$12,899,943.00 ",Health,1
24794,101,7,Equipatron,WI,Mequon,"3,543","$5,284,863.00 ",Retail,1
25791,102,12,GovSmart,VA,Charlottesville,"3,532","$25,433,653.00 ",Computer Hardware,1
26531,103,90,The Clymb,OR,Portland,"3,532","$64,460,000.00 ",Retail,1
26329,104,380,Alliance Health,UT,Salt Lake City,"3,490","$85,596,581.00 ",Health,1
26379,105,100,Inkling,CA,San Francisco,"3,443","$8,149,000.00 ",Software,1
24947,106,80,Patriot Group International,VA,Warrenton,"3,402","$24,073,472.00 ",Government Services,1
25461,107,65,Insureon,IL,Chicago,"3,358","$11,844,049.00 ",Insurance,1
23215,108,146,RevLocal,OH,Granville,"3,342","$7,268,587.00 ",Advertising & Marketing,2
26392,109,37,Apex Fuels,CA,Murrieta,"3,324","$134,567,633.00 ",Energy,1
25606,110,200,Multicoreware,CA,Sunnyvale,"3,322","$7,686,082.00 ",Software,1
26420,111,87,MobileHelp,FL,Boca Raton,"3,305","$18,661,656.00 ",Health,1
26464,112,12,Ataraxis,ID,Boise,"3,278","$40,765,844.00 ",Human Resources,1
25241,113,15,Fortress Gold Group,CA,Sherman Oaks,"3,258","$9,809,304.00 ",Financial Services,1
23197,114,73,AdColony,CA,Los Angeles,"3,236","$52,783,000.00 ",Advertising & Marketing,2
26395,115,87,Integral Ad Science,NY,New York,"3,232","$23,442,470.00 ",Advertising & Marketing,1
23076,116,18,Technomax,NJ,West Windsor,"3,225","$4,002,379.00 ",IT Services,2
25855,117,458,hCentive,VA,Reston,"3,214","$26,493,445.00 ",Health,1
22903,118,14,Intelligent Audit,NJ,Rochelle Park,"3,122","$318,842,114.00 ",Logistics & Transportation,2
26332,119,60,SimpliSafe Home Security,MA,Cambridge,"3,076","$38,454,825.00 ",Security,1
25436,120,43,Boxman Studios,NC,Charlotte,"3,074","$4,322,910.00 ",Business Products & Services,1
26277,121,30,SeatGeek,NY,New York,"3,039","$12,274,000.00 ",Consumer Products & Services,1
24847,122,23,Smashwords,CA,Los Gatos,"3,019","$22,037,828.00 ",Media,1
21756,123,18,Securityhunter,MD,Baltimore,"2,998","$35,931,650.00 ",Government Services,3
21024,124,74,VRx,UT,Salt Lake City,"2,987","$89,554,237.00 ",Health,3
25425,125,42,SmackTom.com,FL,Miami,"2,964","$3,125,000.00 ",Retail,1
25034,126,10,Virtual Fleet Supervisor,FL,Oviedo,"2,949","$3,526,101.00 ",Software,1
25283,127,262,CareCloud,FL,Miami,"2,940","$10,455,000.00 ",Health,1
24789,128,64,Fueled,NY,New York,"2,917","$6,486,000.00 ",Advertising & Marketing,1
26484,129,14,Bob's Watches,CA,Westminster,"2,861","$11,101,120.00 ",Retail,1
24852,130,6,CPA Trend,NY,Howard Beach,"2,843","$5,826,876.00 ",Advertising & Marketing,1
25054,131,17,Jobs2Careers,TX,Austin,"2,830","$22,359,716.00 ",Human Resources,1
20998,132,200,29 Prime,CA,Irvine,"2,791","$20,289,054.00 ",Advertising & Marketing,3
21178,133,180,Prolim,MI,Farmington Hills,"2,757","$5,129,970.00 ",IT Services,2
24677,134,867,Loyal Source Government Services,FL,Orlando,"2,754","$55,980,536.00 ",Government Services,1
23162,135,24,Marketsmith,NJ,Parsippany,"2,753","$72,908,666.00 ",Advertising & Marketing,2
25279,136,18,Project Management Academy,IN,West Lafayette,"2,752","$8,094,996.00 ",Education,1
24932,137,25,Flying Cork Media,PA,Pittsburgh,"2,745","$7,502,709.00 ",Advertising & Marketing,1
24888,138,160,Motivity Labs,TX,Irving,"2,716","$3,225,899.00 ",IT Services,1
26263,139,232,Twilio,CA,San Francisco,"2,711","$51,720,000.00 ",Telecommunications,1
25095,140,20,Signature Closers,OH,Upper Arlington,"2,709","$3,843,580.00 ",Real Estate,1
25749,141,81,PureCars,SC,Charleston,"2,690","$8,725,985.00 ",Advertising & Marketing,1
25236,142,96,The Cambridge Institute of International Education,MA,Waltham,"2,683","$9,784,000.00 ",Education,1
25237,143,53,Market6,IL,Deerfield,"2,677","$15,085,838.00 ",Software,1
25594,144,53,LiveRamp,CA,San Francisco,"2,665","$21,040,412.00 ",Advertising & Marketing,1
25620,145,160,MyClean,NY,New York,"2,646","$4,399,793.00 ",Consumer Products & Services,1
26220,146,35,PresenceLearning,CA,San Francisco,"2,634","$5,906,000.00 ",Education,1
26517,147,140,Residential Capital Management,GA,Atlanta,"2,626","$30,167,124.00 ",Real Estate,1
25293,148,14,Total Technology Solutions Group,IL,St. Charles,"2,608","$3,115,496.00 ",Business Products & Services,1
25025,149,98,Buy PD,UT,American Fork,"2,606","$79,837,059.00 ",Real Estate,1
22898,150,120,Goal Zero,UT,Bluffdale,"2,599","$34,249,000.00 ",Consumer Products & Services,2
22864,151,89,Advocate Merchant Solutions,IN,Fishers,"2,573","$4,531,348.00 ",Financial Services,2
20327,152,"2,200",Sky Zone Indoor Trampoline Park,CA,Los Angeles,"2,571","$88,183,962.00 ",Consumer Products & Services,4
26205,153,11,Avenue Link,KS,Overland PArk,"2,565","$6,360,103.00 ",Advertising & Marketing,1
25975,154,12,Incredible Supply & Logistics,VA,Virginia Beach,"2,551","$7,422,000.00 ",Government Services,1
26126,155,14,ReSell,FL,Maitland,"2,546","$4,728,621.00 ",Business Products & Services,1
25004,156,29,Legion Logistics,KY,Florence,"2,545","$15,115,027.00 ",Logistics & Transportation,1
25205,157,11,GrayPay,CA,Encino,"2,540","$2,981,762.00 ",Financial Services,1
26496,158,1,Urban Investment Group,DC,Washington,"2,526","$4,822,398.00 ",Real Estate,1
25206,159,12,SPHERE Technology Solutions,NJ,Hoboken,"2,524","$3,595,000.00 ",Security,1
26135,160,64,Bai Brands,NJ,Hamilton,"2,522","$17,139,891.00 ",Food & Beverage,1
26268,161,15,RocketDrop,NH,Salem,"2,519","$72,626,345.00 ",Business Products & Services,1
21880,162,24,ECHO Health,OH,Westlake,"2,509","$46,984,261.00 ",Health,3
25153,163,75,Marathon TS,VA,Kilmarnock,"2,508","$6,821,409.00 ",Government Services,1
23033,164,8,AudioMicro,CA,Sherman Oaks,"2,496","$5,426,086.00 ",Media,2
25024,165,6,LED Supply,CO,Lakewood,"2,474","$2,877,743.00 ",Business Products & Services,1
26487,166,6,LeGault Homes,VA,Glen Allen,"2,455","$7,660,396.00 ",Real Estate,1
25384,167,9,Forte International Tax,IL,Evanston,"2,447","$3,475,711.00 ",Financial Services,1
25488,168,31,Paradigm Mechanical,CA,Lemon Grove,"2,440","$5,250,000.00 ",Construction,1
22992,169,45,Finance Store,CA,Santa Ana,"2,436","$4,590,707.00 ",Financial Services,2
25512,170,27,Pure Incubation,MA,Topsfield,"2,428","$4,696,917.00 ",Advertising & Marketing,1
25313,171,10,Kohana Coffee,TX,Austin,"2,417","$2,825,786.00 ",Food & Beverage,1
26221,172,107,Ensighten,CA,Cupertino,"2,416","$8,277,000.00 ",Advertising & Marketing,1
26167,173,123,Pathway Genomics,CA,San Diego,"2,416","$14,426,053.00 ",Health,1
24957,174,325,CenseoHealth,TX,Dallas,"2,407","$117,230,240.00 ",Health,1
26180,175,270,3A/WorldWide,FL,Miami,"2,403","$57,568,000.00 ",Advertising & Marketing,1
25374,176,90,180Fusion,CA,Los Angeles,"2,379","$6,662,008.00 ",Advertising & Marketing,1
25065,177,47,Kamis,MD,Gaithersburg,"2,369","$3,058,705.00 ",IT Services,1
26239,178,35,Apex Controls,GA,McDonough,"2,360","$7,789,273.00 ",Energy,1
25141,179,16,InkSoft,NM,Albuquerque,"2,348","$2,488,706.00 ",Software,1
25603,180,19,Futurewave Systems,GA,Atlanta,"2,343","$2,768,000.00 ",IT Services,1
25765,181,20,6 Pack Fitness,CA,San Francisco,"2,336","$6,310,305.00 ",Retail,1
26546,182,10,Genzum Life Sciences,CA,Los Angeles,"2,333","$8,561,253.00 ",Health,1
24923,183,247,ProctorU,CA,Livermore,"2,312","$6,435,816.00 ",Education,1
26360,184,19,Dakenna Development,FL,Jacksonville,"2,303","$8,270,918.00 ",Construction,1
25181,185,68,Duda,CA,Palo Alto,"2,300","$5,532,830.00 ",Software,1
25403,186,35,Holganix,PA,Glen Mills,"2,291","$4,306,568.00 ",Environmental Services,1
25128,187,15,NITS Solutions,MI,Novi,"2,291","$2,775,411.00 ",IT Services,1
25869,188,18,Paramount Lodging Advisors,IL,Chicago,"2,288","$2,465,605.00 ",Real Estate,1
25783,189,35,EmazingLights,CA,Anaheim,"2,281","$5,842,010.00 ",Retail,1
26528,190,35,Level Interactive,PA,Pittsburgh,"2,259","$11,958,616.00 ",Advertising & Marketing,1
26255,191,75,shopkick,CA,Redwood City,"2,250","$26,319,118.00 ",Retail,1
25486,192,129,TekWissen,MI,Ann Arbor,"2,236","$7,802,802.00 ",IT Services,1
25501,193,15,VPCinnovations,WI,Mount Pleasant,"2,234","$5,390,952.00 ",Computer Hardware,1
25433,194,42,Clean Energy Collective,CO,Boulder,"2,217","$9,453,000.00 ",Energy,1
26030,195,13,Silver Bullet Construction,TX,Dalworthington Garden,"2,216","$2,524,000.00 ",Construction,1
26326,196,48,Aegis Corps,VA,Chantilly,"2,208","$2,900,488.00 ",Government Services,1
22899,197,300,uBreakiFix,FL,Orlando,"2,189","$26,472,870.00 ",Retail,2
25037,198,302,Culture.Service.Growth.,TX,San Antonio,"2,182","$7,993,065.00 ",Business Products & Services,1
21023,199,72,CardCash.com,NJ,Brick,"2,182","$55,788,000.00 ",Consumer Products & Services,3
26083,200,450,Protein Bar,IL,Chicago,"2,182","$14,211,083.00 ",Food & Beverage,1
25722,201,45,Metis Solutions,VA,Alexandria,"2,171","$8,686,766.00 ",Government Services,1
25130,202,17,Title Boxing Club,KS,Overland Park,"2,168","$34,252,000.00 ",Health,1
23061,203,52,VETS Etc.,CA,Seaside,"2,162","$6,480,926.00 ",IT Services,2
23274,204,32,LocalResponse,NY,New York,"2,153","$9,565,336.00 ",Advertising & Marketing,2
25498,205,36,Tongal,CA,Santa Monica,"2,144","$8,417,085.00 ",Advertising & Marketing,1
23044,206,84,Novisync Solutions,NY,Fishkill,"2,144","$8,517,670.00 ",IT Services,2
26057,207,40,Tax Guard,CO,Boulder,"2,141","$4,354,787.00 ",Financial Services,1
25899,208,12,Nexgen Property Solutions,TX,Laredo,"2,136","$5,378,001.00 ",Financial Services,1
25565,209,120,PerformTel,MN,Ramsey,"2,121","$2,273,616.00 ",Business Products & Services,1
23172,210,25,R.J. Allen & Associates,MS,Oxford,"2,118","$26,199,465.00 ",Construction,2
24913,211,6,Splash and Dash for Dogs International,FL,St. Petersburg,"2,118","$2,291,195.00 ",Consumer Products & Services,1
25949,212,17,ePremium Insurance,OH,Mason,"2,109","$3,795,474.00 ",Insurance,1
22916,213,15,McAfee Institute,IL,Peoria,"2,097","$39,571,912.00 ",Education,2
25983,214,7,IDsecurityonline.com,NY,New York,"2,093","$4,898,356.00 ",Security,1
26595,215,25,Wren,CA,Los Angeles,"2,092","$5,154,056.00 ",Retail,1
24898,216,16,Newmind Group,MI,Kalamazoo,"2,065","$15,469,496.00 ",IT Services,1
26306,217,43,Obsidian Analysis,DC,Washington,"2,061","$9,105,768.00 ",Government Services,1
24959,218,10,Universal Synaptics,UT,Roy,"2,042","$2,149,259.00 ",Government Services,1
26587,219,13,Global Commerce and Services,LA,Harvey,"2,041","$3,521,801.00 ",Government Services,1
26448,220,42,Stoneside Blinds & Shades,CO,Denver,"2,040","$4,893,244.00 ",Consumer Products & Services,1
23098,221,35,Blue Star Tec,IL,Bloomingdale,"2,033","$3,869,970.00 ",IT Services,2
25143,222,22,Loqate,CA,San Mateo,"2,026","$4,464,093.00 ",Software,1
25660,223,155,PresPro,NC,Harrisburg,"2,012","$3,539,958.00 ",Construction,1
24646,224,59,PcCareSupport,UT,Provo,"2,001","$2,364,977.00 ",IT Services,1
25571,225,42,AltaSource Group,WA,Kirkland,"1,997","$7,116,722.00 ",IT Services,1
26014,226,74,VDX,NJ,Cranford,"1,996","$8,910,000.00 ",IT Services,1
25086,227,30,Cloudbilt,NC,Charlotte,"1,995","$4,074,453.00 ",Software,1
25133,228,14,Strategi Consulting,MD,Chevy Chase,"1,994","$3,475,505.00 ",IT Services,1
24786,229,3,PPT Fiberglass,TX,Houston,"1,983","$2,500,000.00 ",Manufacturing,1
25449,230,4,X5 Networks,DE,Wilmington,"1,971","$2,114,664.00 ",IT Services,1
25944,231,74,Pathoras,VA,Fairfax,"1,960","$9,306,999.00 ",Government Services,1
26405,232,11,American Wireless,VA,Arlington,"1,958","$42,522,345.00 ",Telecommunications,1
25112,233,174,SendGrid,CO,Boulder,"1,945","$28,906,069.00 ",Software,1
25091,234,28,Laudan Properties,OH,Twinsburg,"1,938","$10,107,299.00 ",Real Estate,1
25862,235,20,Streamline Solutions,PA,Philadelphia,"1,927","$7,955,530.00 ",Real Estate,1
26201,236,7,Eau De Luxe,NY,Long Island City,"1,927","$2,540,031.00 ",Retail,1
26109,237,16,Levitate Media,CA,San Francisco,"1,923","$2,094,293.00 ",Media,1
25447,238,80,Avani Technology Solutions,NY,Rochester,"1,916","$7,333,811.00 ",IT Services,1
25891,239,19,Expert Technical Solutions,GA,Atlanta,"1,908","$3,493,139.00 ",IT Services,1
25334,240,25,Motiv Power Systems,CA,Foster City,"1,900","$2,681,071.00 ",Energy,1
25276,241,10,Allurez,NY,Great Neck,"1,895","$3,681,934.00 ",Retail,1
25999,242,125,Logical Paradigm,VA,Herndon,"1,893","$7,642,008.00 ",IT Services,1
25001,243,125,LiveRail,CA,San Francisco,"1,893","$72,731,000.00 ",Advertising & Marketing,1
25218,244,24,Hydro Flask,OR,Bend,"1,890","$12,684,307.00 ",Consumer Products & Services,1
23012,245,250,Act-On Software,OR,Beaverton,"1,880","$19,378,839.00 ",Software,2
25652,246,3,Spartan Value Investors,AL,Birmingham,"1,866","$3,370,905.00 ",Real Estate,1
26122,247,16,GreenRope,CA,Cardiff,"1,859","$2,129,330.00 ",Software,1
25329,248,385,Lending Club,CA,San Francisco,"1,854","$98,002,000.00 ",Financial Services,1
26151,249,24,DrChrono,CA,Mountain View,"1,834","$2,863,000.00 ",Health,1
25612,250,75,Capstone (Sausalito CA),CA,Sausalito,"1,832","$13,719,024.00 ",Business Products & Services,1
26108,251,4,Alcohol by Volume,CA,Monterey,"1,823","$4,492,939.00 ",Food & Beverage,1
26217,252,54,H.Bloom,NY,New York,"1,817","$7,209,607.00 ",Consumer Products & Services,1
26409,253,150,Tealium,CA,San Diego,"1,808","$12,462,000.00 ",Software,1
25743,254,360,Boostability,UT,Lehi,"1,806","$22,344,907.00 ",Advertising & Marketing,1
25558,255,42,Solve Media,NY,New York,"1,798","$13,031,655.00 ",Advertising & Marketing,1
24869,256,22,Heartland Energy Partners,VA,Arlington,"1,797","$2,117,648.00 ",Business Products & Services,1
22893,257,105,Bridger,TX,Addison,"1,792","$3,487,872,233.00 ",Energy,2
26431,258,200,Jeunesse Global,FL,Altamonte Springs,"1,788","$224,009,679.00 ",Consumer Products & Services,1
22965,259,52,Touchsuite,FL,Boca Raton,"1,770","$19,209,927.00 ",Software,2
23141,260,29,Acceleration Partners,MA,Needham,"1,768","$8,711,828.00 ",Advertising & Marketing,2
26286,261,22,Moore Heating & Air Conditioning,CA,Santa Rosa,"1,758","$3,124,754.00 ",Construction,1
23427,262,16,Optimatic Media,NY,New York,"1,753","$34,313,968.00 ",Advertising & Marketing,2
25991,263,15,EPI Engineering,TX,Houston,"1,751","$2,005,777.00 ",Engineering,1
25319,264,100,Simplicity Laser,UT,Lindon,"1,743","$4,995,074.00 ",Consumer Products & Services,1
21161,265,15,Cinium Financial Services,FL,Miami,"1,742","$4,442,684.00 ",Financial Services,3
23017,266,70,TNH Advanced Specialty Pharmacy,CA,Van Nuys,"1,734","$101,455,802.00 ",Health,2
25674,267,142,Human Movement Management,CO,Louisville,"1,724","$9,054,816.00 ",Consumer Products & Services,1
25622,268,47,Allegheny Science & Technology,WV,Bridgeport,"1,723","$7,023,359.00 ",Government Services,1
22994,269,110,Hudl,NE,Lincoln,"1,708","$22,326,800.00 ",Software,2
25092,270,69,GuideSpark,CA,Menlo Park,"1,704","$4,058,000.00 ",Software,1
25160,271,25,Optimus Technology,MD,Columbia,"1,702","$2,086,383.00 ",IT Services,1
26438,272,22,Luxe Royale,NV,Las Vegas,"1,696","$2,265,115.00 ",Travel & Hospitality,1
24928,273,8,SoluComp,IL,South Barrington,"1,694","$2,213,172.00 ",Telecommunications,1
24922,274,15,RPM Freight Systems,MI,Royal Oak,"1,683","$4,647,952.00 ",Logistics & Transportation,1
25684,275,24,Motivational Press,CA,Carlsbad,"1,675","$2,343,000.00 ",Media,1
25951,276,41,Accordant Media,NY,New York,"1,663","$27,119,347.00 ",Advertising & Marketing,1
23059,277,100,iQuanti,NJ,Hoboken,"1,654","$5,001,355.00 ",Advertising & Marketing,2
26075,278,268,Bareburger,NY,Long Island City,"1,652","$31,150,000.00 ",Food & Beverage,1
22972,279,74,BMA,KS,Leavenworth,"1,652","$14,580,032.00 ",Government Services,2
22959,280,73,CoverMyMeds,OH,Twinsburg,"1,648","$18,691,673.00 ",Health,2
26283,281,40,Entrada,TN,Brentwood,"1,628","$5,780,975.00 ",IT Services,1
21743,282,14,MES,OH,Lewis Center,"1,621","$20,354,071.00 ",Logistics & Transportation,3
25636,283,20,FreeRateUpdate.com,NV,Las Vegas,"1,612","$8,168,477.00 ",Advertising & Marketing,1
25725,284,7,Southern Green Builders,TX,Houston,"1,610","$4,166,116.00 ",Construction,1
26381,285,28,Excellence Engineering,OK,Tulsa,"1,604","$5,226,000.00 ",Engineering,1
25417,286,29,Fonteva,VA,Arlington,"1,600","$2,876,083.00 ",Software,1
22925,287,147,Madwire,CO,Loveland,"1,593","$13,325,850.00 ",Advertising & Marketing,2
26191,288,10,Whet Travel,FL,Miami Beach,"1,580","$6,397,449.00 ",Travel & Hospitality,1
26234,289,27,Zapproved,OR,Hillsboro,"1,567","$2,378,081.00 ",Software,1
19653,290,77,It Works!,FL,Bradenton,"1,565","$456,296,000.00 ",Consumer Products & Services,4
25262,291,27,InQuicker,TN,Nashville,"1,564","$5,198,298.00 ",Health,1
