id,rank,  workers  ,company,state,city,  growth_in_%  ,  revenue  ,industry,yrs_on_list
26382,625,20,iCube CSI,FL,Jacksonville,747,"$3,253,740.00 ",IT Services,1
23023,626,49,Greenphire,PA,King of Prussia,745,"$6,785,000.00 ",Software,2
23122,627,175,Branding Brand,PA,Pittsburgh,744,"$12,130,721.00 ",Software,2
21426,628,70,Quality Management Solutions,MA,Wakefield,741,"$17,282,821.00 ",IT Services,3
23297,629,206,Kendra Scott,TX,Austin,741,"$11,602,692.00 ",Retail,2
25728,630,12,Dicks Nanton Agency,FL,Orlando,741,"$3,103,047.00 ",Advertising & Marketing,1
23038,631,725,TaskUs,CA,Santa Monica,739,"$6,243,017.00 ",Business Products & Services,2
23418,632,94,Glover Services,UT,Bluffdale,738,"$16,050,088.00 ",Construction,2
25621,633,30,Dime,GA,Cumming,736,"$2,140,645.00 ",Business Products & Services,1
21064,634,30,The Premier Group Staffing,CO,Denver,735,"$13,657,622.00 ",Human Resources,3
26582,635,465,Opower,VA,Arlington,734,"$88,703,000.00 ",Energy,1
26295,636,56,The Rinaldi Group,NJ,Secaucus,733,"$75,469,081.00 ",Construction,1
23029,637,11,SiiBER,IN,Fort Wayne,732,"$2,368,691.00 ",Consumer Products & Services,2
23243,638,130,MobileOne,CA,San Diego,730,"$59,079,647.00 ",Retail,2
25194,639,58,7Summits,WI,Milwaukee,728,"$10,248,000.00 ",Business Products & Services,1
23245,640,65,Signature Consulting Group,MD,Windsor Mill,727,"$15,381,665.00 ",IT Services,2
25985,641,35,OrangePeople,CA,Irvine,727,"$4,573,171.00 ",IT Services,1
26578,642,6,McGregor Homes,OK,Edmond,726,"$6,114,000.00 ",Real Estate,1
23055,643,41,Camp Gladiator,TX,Austin,725,"$6,786,000.00 ",Consumer Products & Services,2
25506,644,20,Kings Capital Construction,NY,White Plains,714,"$6,472,728.00 ",Construction,1
23433,645,85,iUnlimited Investigative Services,CA,Sacramento,713,"$5,173,330.00 ",Security,2
26411,646,14,Boost Software,MA,Boston,711,"$11,566,441.00 ",Software,1
25411,647,148,Cardinal Group Management,CO,Denver,710,"$46,638,997.00 ",Real Estate,1
24954,648,13,Defense Engineering,OH,Beavercreek,709,"$3,746,646.00 ",Government Services,1
25332,649,18,W&R Studios,CA,Huntington Beach,708,"$2,344,170.00 ",Software,1
20975,650,434,Acquia,MA,Burlington,708,"$71,007,265.00 ",Software,3
23229,651,54,Vivo Clothing,ID,Coeur d'Alene,707,"$3,601,968.00 ",Retail,2
21126,652,434,Saratoga Roofing & Construction,OK,Oklahoma City,706,"$54,125,468.00 ",Construction,3
23447,653,500,George Street Photo & Video,IL,Chicago,704,"$18,447,103.00 ",Consumer Products & Services,2
25789,654,25,AllPure Technologies,PA,New Oxford,703,"$2,944,992.00 ",Manufacturing,1
25955,655,16,Neya Systems,PA,Wexford,703,"$3,063,400.00 ",Engineering,1
26153,656,45,Nicholas Pension Consultants,CA,Rancho Cordova,703,"$4,196,530.00 ",Financial Services,1
25250,657,109,Oslo Solutions,WA,Issaquah,702,"$8,279,318.00 ",IT Services,1
21028,658,27,Modern Everyday,CA,Alhambra,700,"$9,300,320.00 ",Retail,3
26188,659,60,Fora Financial,NY,New York,698,"$18,418,300.00 ",Financial Services,1
25495,660,28,JumpForward,IL,Chicago,697,"$2,779,500.00 ",Software,1
21709,661,13,The Dagit Group,PA,King of Prussia,696,"$14,202,252.00 ",Construction,3
2288,662,772,Nexius,TX,Allen,694,"$183,195,157.00 ",Telecommunications,6
24936,663,26,Custom Cable,FL,Tampa,691,"$22,901,344.00 ",Manufacturing,2
23219,664,61,Tower Cloud,FL,St. Petersburg,689,"$27,239,756.00 ",Telecommunications,2
23254,665,12,Express Chem,MO,St. Louis,689,"$2,999,945.00 ",Environmental Services,2
23119,666,30,inviCRO,MA,Boston,687,"$8,207,901.00 ",Health,2
26131,667,94,eXelate,NY,New York,687,"$28,089,000.00 ",Advertising & Marketing,1
23096,668,174,InfoFree,CA,San Mateo,685,"$7,509,000.00 ",Business Products & Services,2
21197,669,40,RealSelf,WA,Seattle,682,"$7,436,640.00 ",Health,3
23069,670,45,Benzara,IL,Naperville,682,"$5,779,236.00 ",Consumer Products & Services,2
23468,671,43,Clear Title Agency of Arizona,AZ,Phoenix,680,"$6,827,000.00 ",Real Estate,2
25918,672,34,Dice Communications,NE,Omaha,677,"$7,671,350.00 ",Telecommunications,1
23019,673,78,WordStream,MA,Boston,677,"$6,580,182.00 ",Advertising & Marketing,2
19360,674,92,DiscoverOrg,WA,Vancouver,675,"$21,590,221.00 ",Business Products & Services,4
21491,675,120,Credence Management Solutions,DC,Washington,674,"$21,929,794.00 ",Government Services,3
25431,676,4,KitOrder,CA,Sausalito,674,"$4,185,860.00 ",Software,1
24606,677,85,3Q Digital,CA,San Mateo,671,"$9,642,752.00 ",Advertising & Marketing,1
25730,678,29,SeniorHomes.com,WA,Seattle,670,"$2,408,295.00 ",Health,1
23933,679,38,AirSage,GA,Atlanta,669,"$9,812,221.00 ",Software,2
25177,680,80,ProvidaStaff,NC,Huntersville,667,"$3,175,491.00 ",Health,1
23169,681,195,ERP International,MD,Laurel,666,"$32,731,000.00 ",Government Services,2
24958,682,13,Category Five Technologies,MI,Livonia,666,"$8,038,992.00 ",Retail,1
25980,683,17,Regatta Solutions,CA,San Juan Capistrano,661,"$11,027,178.00 ",Energy,1
24917,684,18,Barney Butter,CA,Fresno,661,"$8,691,000.00 ",Food & Beverage,1
26369,685,23,JJ Virgin & Associates,CA,Rancho Mirage,660,"$6,074,970.00 ",Health,1
23046,686,90,Dane Street,MA,Boston,660,"$13,468,337.00 ",Health,2
21176,687,16,TigerFitness.com,OH,Mason,659,"$5,646,371.00 ",Retail,3
26364,688,32,Nextility,DC,Washington,658,"$2,966,898.00 ",Energy,1
22938,689,25,ReTargeter,CA,San Francisco,658,"$8,161,000.00 ",Advertising & Marketing,2
25151,690,30,Mediafly,IL,Chicago,657,"$2,423,000.00 ",Software,1
25867,691,60,VizExplorer,CA,San Diego,656,"$5,424,000.00 ",Software,1
26403,692,40,Keylingo Translations,GA,Atlanta,656,"$3,451,984.00 ",Business Products & Services,1
7473,693,138,Vantage Media Marketplaces,CA,El Segundo,656,"$118,778,000.00 ",Advertising & Marketing,2
25378,694,6,Southern Point,AL,Enterprise,654,"$2,199,050.00 ",Consumer Products & Services,1
25383,695,56,Orange Leaf Frozen Yogurt,OK,Oklahoma City,653,"$26,880,000.00 ",Food & Beverage,1
24835,696,11,All American Lending,CA,Newport Beach,653,"$2,819,668.00 ",Financial Services,1
26541,697,24,Transformyx,LA,Baton Rouge,652,"$8,157,333.00 ",IT Services,1
23183,698,54,Five Stones Research,AL,Brownsboro,650,"$7,961,703.00 ",Government Services,2
23018,699,1,First Flight Solutions,NC,Emerald Isle,649,"$4,269,742.00 ",Logistics & Transportation,2
22900,700,180,SPARC,SC,Charleston,646,"$20,363,237.00 ",Software,2
23173,701,22,Caneel Group,NJ,Gibbsboro,645,"$6,225,075.00 ",Financial Services,2
21342,702,70,Wellness Corporate Solutions,MD,Bethesda,644,"$12,645,835.00 ",Health,3
26365,703,26,Ready Set Rocket,NY,New York,644,"$3,071,500.00 ",Advertising & Marketing,1
24856,704,15,Orchestra Software,OR,Beaverton,643,"$2,389,712.00 ",Software,1
23761,705,44,Soft-Con Enterprises,MD,Hyattsville,642,"$5,331,000.00 ",IT Services,2
25714,706,12,NovelASPect.com,CA,San Mateo,642,"$2,439,374.00 ",IT Services,1
25663,707,10,Mesh Systems,IN,Carmel,640,"$3,339,708.00 ",Software,1
21112,708,40,Analytic Strategies,VA,Vienna,639,"$6,254,797.00 ",Government Services,3
25169,709,33,Envy,FL,Orlando,639,"$3,538,836.00 ",Software,1
21181,710,35,Citadel Insurance Services,UT,American Fork,637,"$5,935,015.00 ",Insurance,3
21287,711,22,Infosemantics,TX,Flower Mound,636,"$8,556,885.00 ",IT Services,3
21133,712,"1,321",FCi Federal,VA,Ashburn,636,"$82,174,972.00 ",Government Services,3
25404,713,44,Cortello Salon,FL,Jacksonville Beach,636,"$3,002,000.00 ",Consumer Products & Services,1
22966,714,77,Akvarr,VA,Fairfax,636,"$7,966,001.00 ",IT Services,2
22963,715,12,The Logistics Store,MO,Liberty,636,"$11,314,000.00 ",Logistics & Transportation,2
25731,716,11,Military Resale Solutions,VA,Chesapeake,635,"$11,873,410.00 ",Government Services,1
23004,717,280,Medical Staffing Options,OH,Westerville,633,"$6,436,000.00 ",Health,2
21238,718,65,FluidEdge Consulting,PA,Malvern,632,"$14,015,199.00 ",Health,3
26228,719,41,Synergy Wireless Solutions,VA,Herndon,630,"$4,966,000.00 ",Telecommunications,1
22921,720,389,Pangea Properties,IL,Chicago,629,"$50,310,623.00 ",Real Estate,2
23276,721,20,Cradle Solution,TX,Houston,629,"$5,167,676.00 ",Software,2
23067,722,20,Gravity Media,NY,New York,629,"$19,106,076.00 ",Advertising & Marketing,2
21166,723,160,Janrain,OR,Portland,628,"$9,994,679.00 ",Software,3
23758,724,50,ContextMedia,IL,Chicago,628,"$15,101,896.00 ",Health,2
25760,725,181,rateGenius,TX,Austin,628,"$32,262,219.00 ",Financial Services,1
21194,726,225,OnDeck,NY,New York,627,"$65,249,287.00 ",Financial Services,3
21025,727,37,GarbageMan A Green Company,MN,Plymouth,627,"$18,042,465.00 ",Environmental Services,3
23261,728,12,Transportation Impact,NC,Emerald Isle,627,"$7,080,133.00 ",Logistics & Transportation,2
21030,729,69,Dynamic Recycling,WI,La Crosse,626,"$22,655,060.00 ",Manufacturing,3
23161,730,5,Odyssey Telecommunications,NY,Colden,626,"$4,141,568.00 ",Telecommunications,2
26081,731,13,Ruston Properties,LA,Baton Rouge,625,"$2,764,331.00 ",Real Estate,1
26005,732,206,TeleWorld Solutions,VA,Chantilly,625,"$18,051,000.00 ",Telecommunications,1
26132,733,26,King Memory,OH,Columbus,624,"$2,386,964.00 ",Computer Hardware,1
26115,734,22,Security America Mortgage,TX,Houston,624,"$2,829,654.00 ",Financial Services,1
22939,735,48,C-4 Analytics,MA,Saugus,623,"$7,228,351.00 ",Advertising & Marketing,2
23347,736,351,Synowledge,CT,Stamford,622,"$12,780,000.00 ",Health,2
23073,737,80,Patient Engagement Advisors,AL,Birmingham,621,"$3,832,670.00 ",Health,2
24894,738,12,Body Armor Outlet,NH,Salem,620,"$2,410,806.00 ",Government Services,1
23374,739,288,Private Label Nutraceuticals,GA,Norcross,620,"$47,556,495.00 ",Consumer Products & Services,2
23819,740,54,Data Systems Integration Group,OH,Dublin,619,"$4,732,324.00 ",IT Services,2
21198,741,300,WeddingWire,MD,Chevy Chase,618,"$33,978,870.00 ",Consumer Products & Services,3
25709,742,12,Hotels for Hope,TX,Austin,615,"$2,029,602.00 ",Travel & Hospitality,1
24158,743,58,HostVentures.com,MD,White Marsh,613,"$12,548,324.00 ",IT Services,2
26422,744,10,VetInternetCo.com,AL,Union Grove,613,"$3,112,896.00 ",Retail,1
26557,745,42,Defense Point Security,VA,Alexandria,611,"$6,649,828.00 ",Security,1
24902,746,6,Oakmont Home Builders,NC,Charlotte,611,"$28,865,911.00 ",Construction,1
26445,747,17,Riders Needs,IL,Chicago,610,"$6,477,942.00 ",Retail,1
25064,748,9,Dependable Transportation,IL,Mattoon,610,"$6,626,625.00 ",Logistics & Transportation,1
23163,749,18,Channel Partners,MN,Maple Grove,608,"$3,673,990.00 ",Financial Services,2
24642,750,150,CentraLite Systems,AL,Mobile,608,"$20,530,862.00 ",Consumer Products & Services,1
23293,751,272,Skava,CA,San Francisco,608,"$22,892,356.00 ",Software,2
22967,752,62,Apartment List,CA,San Francisco,607,"$17,225,000.00 ",Real Estate,2
25798,753,105,L&E Research,NC,Raleigh,606,"$4,657,984.00 ",Advertising & Marketing,1
26437,754,65,Syntegrity Networks,WA,Seattle,605,"$7,634,619.00 ",Security,1
25023,755,12,Transportation One,IL,Chicago,605,"$7,099,620.00 ",Logistics & Transportation,1
21012,756,25,Quantum Networks,NY,New York,603,"$22,950,287.00 ",Consumer Products & Services,3
21387,757,58,Etouches,CT,Norwalk,603,"$8,050,000.00 ",Software,3
25161,758,15,CarePatrol Franchise Systems,AZ,Gilbert,603,"$2,400,830.00 ",Health,1
25344,759,31,Evista Environmental Health Systems,CA,Newport Beach,602,"$3,714,119.00 ",Environmental Services,1
26015,760,24,viaForensics,IL,Oak Park,600,"$3,103,000.00 ",Security,1
25305,761,227,TalkingRain,WA,Preston,598,"$261,614,467.00 ",Food & Beverage,1
25376,762,139,Eagle Ray,VA,Chantilly,597,"$30,287,116.00 ",Government Services,1
23448,763,500,HCTec Partners,TN,Franklin,597,"$69,820,220.00 ",Health,2
26273,764,86,Solomon Group,LA,New Orleans,596,"$13,417,459.00 ",Media,1
23390,765,891,Episource,CA,La Palma,596,"$12,796,344.00 ",Health,2
23319,766,122,Quality In Real Time,NY,Floral Park,594,"$4,913,030.00 ",Health,2
23014,767,72,Clinovations,DC,Washington,594,"$24,906,544.00 ",Health,2
25227,768,87,Abstrakt Marketing Group,MO,St. Louis,593,"$7,462,345.00 ",Advertising & Marketing,1
22152,769,205,Landpoint,LA,Bossier City,593,"$32,992,000.00 ",Engineering,3
25456,770,21,John Pomp Studios,PA,Philadelphia,592,"$2,597,464.00 ",Manufacturing,1
26035,771,70,Premier Lifestyle Management,MD,Upper Marlboro,592,"$2,513,697.00 ",Business Products & Services,1
23026,772,180,Titan Protection and Consulting,KS,Overland Park,591,"$3,197,640.00 ",Security,2
309,773,488,Systems Made Simple,NY,Syracuse,591,"$278,715,000.00 ",IT Services,6
24797,774,4,WebMechanix,MD,Columbia,590,"$2,447,285.00 ",Advertising & Marketing,1
20371,775,77,Projekt202,TX,Addison,590,"$13,303,077.00 ",Software,4
23509,776,53,Renova Energy,CA,Palm Desert,589,"$8,448,000.00 ",Energy,2
26565,777,520,Aerohive Networks,CA,Sunnyvale,586,"$107,135,000.00 ",Software,1
21575,778,270,Coast Professional,LA,West Monroe,585,"$38,567,736.00 ",Financial Services,3
19275,779,44,CarGurus,MA,Cambridge,583,"$22,367,327.00 ",Consumer Products & Services,4
22978,780,18,Renegade Furniture Group,NY,Cedarhurst,583,"$12,396,770.00 ",Retail,2
25779,781,77,tap|QA,MN,St. Louis Park,582,"$7,743,350.00 ",IT Services,1
24979,782,36,Noribachi,CA,Hawthorne,581,"$10,189,784.00 ",Manufacturing,1
21200,783,194,InDemand Interpreting,WA,Tukwila,581,"$6,361,740.00 ",Health,3
24967,784,20,C1S Group,TX,Dallas,580,"$9,415,337.00 ",Engineering,1
22969,785,11,Sustainable Supply,CO,Broomfield,580,"$5,884,000.00 ",Retail,2
26071,786,14,Guardian Network Solutions,TX,Fort Worth,580,"$2,518,760.00 ",Security,1
26322,787,25,Two Toasters,NC,Durham,579,"$3,119,696.00 ",Software,1
26150,788,36,Karvakko Engineering,MN,Bemidji,579,"$3,158,000.00 ",Engineering,1
25366,789,205,DayNine Consulting,CA,Pleasanton,579,"$26,460,806.00 ",Business Products & Services,1
26297,790,17,Interactyx,FL,Bonita Springs,579,"$2,139,066.00 ",Software,1
25282,791,35,Burgos Group,NM,Albuquerque,577,"$5,546,546.00 ",Government Services,1
24934,792,39,JW Michaels,NY,New York,576,"$9,072,576.00 ",Business Products & Services,1
23114,793,39,ISBX,CA,Los Angeles,575,"$5,700,126.00 ",Software,2
26235,794,130,The Hermitage Club,VT,West Dover,575,"$11,750,804.00 ",Travel & Hospitality,1
23586,795,30,Black Lotus Communications,CA,San Francisco,574,"$3,998,221.00 ",IT Services,2
23148,796,71,24Hr HomeCare,CA,El Segundo,573,"$29,146,106.00 ",Health,2
25427,797,70,Early Growth Financial Services,CA,San Jose,573,"$4,188,467.00 ",Financial Services,1
20992,798,85,Vets First Choice,ME,Portland,573,"$18,687,349.00 ",Business Products & Services,3
26313,799,27,Chargebacks911,FL,Clearwater,572,"$8,076,349.00 ",Financial Services,1
23137,800,31,Fitness On Request,MN,Maple Grove,569,"$6,315,034.00 ",Health,2
26396,801,36,Bonterra Solar,HI,Honolulu,568,"$11,648,000.00 ",Energy,1
17334,802,45,Vista Imaging Services,CA,El Dorado Hills,567,"$25,926,420.00 ",Health,5
23216,803,57,Blue Acorn,SC,Charleston,566,"$3,500,364.00 ",IT Services,2
23321,804,75,Kore1,CA,Irvine,566,"$5,358,000.00 ",IT Services,2
23214,805,21,QualityFlooring4Less.com,CA,San Francisco,565,"$19,865,400.00 ",Consumer Products & Services,2
26349,806,19,Phenom Software,CA,Irvine,563,"$2,739,113.00 ",IT Services,1
21140,807,23,Footage Firm,VA,Reston,563,"$12,996,000.00 ",Media,3
25395,808,48,YOU Technology,CA,South San Francisco,563,"$19,745,471.00 ",Advertising & Marketing,1
21080,809,229,TubeMogul,CA,Emeryville,562,"$57,214,000.00 ",Advertising & Marketing,3
25437,810,101,RailPros Field Services,CA,Irvine,562,"$10,485,940.00 ",Engineering,1
24831,811,"1,387",Amerit Fleet Solutions,CA,Walnut Creek,561,"$100,933,004.00 ",Logistics & Transportation,1
23228,812,32,Owens Harkey Advertising,AZ,Phoenix,561,"$5,804,181.00 ",Advertising & Marketing,2
19814,813,14,REPAY,GA,Atlanta,560,"$22,089,508.00 ",Financial Services,4
25536,814,269,Mutual Mobile,TX,Austin,558,"$33,328,639.00 ",Software,1
21653,815,207,OGSystems,VA,Chantilly,558,"$55,591,774.00 ",Government Services,3
25330,816,259,Saalex Solutions,CA,Camarillo,558,"$35,495,269.00 ",Government Services,1
26433,817,57,EHS Support,PA,Pittsburgh,558,"$12,302,640.00 ",Environmental Services,1
26492,818,14,3BL Media,MA,Northampton,555,"$2,000,590.00 ",Media,1
25592,819,148,Brown & Pipkins,GA,Atlanta,554,"$3,128,678.00 ",Government Services,1
25019,820,27,J2 Solutions,PA,King of Prussia,554,"$2,804,268.00 ",IT Services,1
23634,821,351,Argo Marketing Group,ME,Lewiston,553,"$10,435,138.00 ",Telecommunications,2
26300,822,153,HH Global,IL,Vernon Hills,553,"$101,932,804.00 ",Advertising & Marketing,1
19535,823,60,Dream Finders Homes,FL,Orange Park,552,"$84,865,345.00 ",Real Estate,4
23043,824,33,Sovereign Lending Group,CA,Irvine,552,"$6,571,994.00 ",Financial Services,2
21570,825,284,Kareo,CA,Irvine,552,"$30,018,046.00 ",Software,3
25288,826,10,Sustainment Solutions,KY,Lancaster,551,"$10,077,629.00 ",Security,1
25308,827,100,Holland Square Group,TN,Franklin,551,"$14,643,736.00 ",IT Services,1
25115,828,8,24hrs Deals,FL,Deerfield Beach,550,"$4,509,578.00 ",Consumer Products & Services,1
21011,829,51,Altitude Digital,CO,Denver,549,"$21,903,400.00 ",Advertising & Marketing,3
26214,830,140,Sq1,TX,Dallas,549,"$11,057,000.00 ",Advertising & Marketing,1
25623,831,25,Cardinal Web Solutions,GA,Norcross,549,"$2,219,968.00 ",Advertising & Marketing,1
23320,832,25,The Darton Group,NC,Charlotte,548,"$7,112,016.00 ",Business Products & Services,2
21903,833,157,MentorMate,MN,Minneapolis,545,"$9,599,144.00 ",Software,3
25948,834,15,Bannockburn Global Forex,OH,Cincinnati,545,"$4,224,785.00 ",Financial Services,1
23296,835,12,Technossus,CA,Irvine,544,"$6,231,000.00 ",Software,2
25127,836,98,Cadatasoft,TX,Dallas,542,"$9,424,046.00 ",Software,1
25144,837,39,180,IL,Naperville,541,"$4,620,178.00 ",Engineering,1
26216,838,31,Platinum Drive Realty,NY,Scarsdale,541,"$2,263,373.00 ",Real Estate,1
25896,839,55,Neos Consulting Group,TX,Austin,540,"$11,055,671.00 ",IT Services,1
23016,840,36,LenCred,NJ,Blackwood,536,"$3,500,936.00 ",Financial Services,2
21283,841,41,Old Town IT,VA,Alexandria,536,"$5,836,442.00 ",Software,3
25467,842,21,Macedon Technologies,VA,Reston,535,"$4,536,470.00 ",IT Services,1
17579,843,88,Rise Interactive,IL,Chicago,535,"$31,428,000.00 ",Advertising & Marketing,5
23572,844,13,Total Apps,CA,Aliso Viejo,534,"$3,419,898.00 ",Financial Services,2
23174,845,5,Paramount Business Jets,VA,Leesburg,532,"$5,374,078.00 ",Travel & Hospitality,2
17269,846,45,Veteran Corps of America,IL,O'Fallon,531,"$15,598,630.00 ",Government Services,5
26327,847,23,Beekeeper Group,DC,Washington,531,"$3,891,818.00 ",Advertising & Marketing,1
23589,848,31,NTP Wireless,IL,Chicago,531,"$5,454,526.00 ",Telecommunications,2
19472,849,"3,500",ScribeAmerica,FL,Aventura,529,"$52,637,800.00 ",Health,4
21250,850,32,Sunwarrior,NV,Overton,528,"$16,425,157.00 ",Health,3
26434,851,10,CPC Diversified Fund,UT,Sandy,528,"$2,543,824.00 ",Financial Services,1
103,852,218,Technatomy,VA,Fairfax,528,"$68,521,887.00 ",Government Services,6
21888,853,42,Atlas RFID Solutions,AL,Birmingham,528,"$8,600,378.00 ",Software,3
26547,854,17,Wholesale Warranties,CA,San Diego,527,"$4,181,558.00 ",Insurance,1
24874,855,135,LABUR Professional Staffing,MA,Boston,527,"$6,915,000.00 ",Human Resources,1
22853,856,174,JetSuite,CA,Irvine,527,"$46,510,000.00 ",Logistics & Transportation,1
23725,857,85,Appia,NC,Durham,526,"$46,353,000.00 ",Advertising & Marketing,2
24811,858,20,Sun Broadcast Group,NY,New York,526,"$4,709,929.00 ",Media,1
21049,859,25,The FlexPro Group,PA,Plymouth Meeting,525,"$6,330,000.00 ",Health,3
25886,860,7,DevelopIntelligence,CO,Boulder,525,"$2,046,307.00 ",Education,1
23478,861,14,Sandlapper Securities,SC,Greenville,524,"$5,973,448.00 ",Financial Services,2
21082,862,640,Four Foods Group Holdings,UT,American Fork,524,"$37,364,000.00 ",Food & Beverage,3
21010,863,41,Edge Homes,UT,Orem,523,"$112,782,895.00 ",Construction,3
26516,864,46,Haris Design & Construction,MD,Germantown,520,"$18,656,198.00 ",Government Services,1
26107,865,7,Landmark,DE,Dover,520,"$3,783,730.00 ",Construction,1
23052,866,84,Adora,NC,High Point,519,"$2,545,867.00 ",Retail,2
23429,867,255,Sundance Healthcare,TX,Arlington,518,"$18,566,000.00 ",Health,2
15885,868,2,Toussaint and Company,IN,Carmel,518,"$2,037,758.00 ",Human Resources,2
26499,869,48,CompuGroup Technologies,PA,Pittsburgh,516,"$3,754,067.00 ",IT Services,1
25390,870,26,DaVinciTek,NJ,Morristown,516,"$2,534,782.00 ",IT Services,1
26100,871,22,Isom Global Strategies,DC,Washington,516,"$2,416,515.00 ",Advertising & Marketing,1
26400,872,15,ShoeCenter.com,NJ,Dunellen,516,"$4,189,500.00 ",Retail,1
25324,873,38,NetImpact Strategies,VA,Chantilly,514,"$7,967,829.00 ",Government Services,1
21321,874,"1,900",Staffworks Group,MI,Southfield,514,"$33,702,000.00 ",Human Resources,2
25823,875,7,OSSCube,TX,Austin,513,"$4,472,090.00 ",IT Services,1
26373,876,36,RPI Consultants,MD,Baltimore,512,"$9,489,503.00 ",IT Services,1
21873,877,20,Meridian Pacific Properties,CA,San Marcos,512,"$13,415,944.00 ",Real Estate,3
23487,878,145,National Corporate Housing,VA,Herndon,511,"$92,121,708.00 ",Travel & Hospitality,2
23328,879,518,21c Museum Hotels,KY,Louisville,511,"$4,298,085.00 ",Travel & Hospitality,2
21776,880,70,Procore Technologies,CA,Carpinteria,510,"$9,454,324.00 ",Software,3
23396,881,40,New River Systems,VA,Sterling,510,"$16,007,887.00 ",Government Services,2
23315,882,90,Moguldom Media Group,FL,Fort Lauderdale,510,"$15,377,405.00 ",Media,2
26245,883,20,Gabby,AL,Montevallo,508,"$8,760,000.00 ",Consumer Products & Services,1
18648,884,38,Advanced Systems Engineering,VA,Reston,506,"$6,117,408.00 ",IT Services,4
19715,885,61,KeepCalling,GA,Atlanta,506,"$41,025,000.00 ",Telecommunications,4
25505,886,26,The Cassina Group,SC,Mount Pleasant,505,"$4,106,614.00 ",Real Estate,1
20982,887,124,Applause,MA,Framingham,503,"$24,158,000.00 ",Business Products & Services,3
21111,888,75,Internet Marketing,CA,San Diego,503,"$17,816,391.00 ",Advertising & Marketing,3
25428,889,22,Olo,NY,New York,503,"$3,495,032.00 ",Software,1
23212,890,31,GameSim,FL,Orlando,503,"$3,618,809.00 ",Software,2
23339,891,79,Noah Consulting,TX,Houston,502,"$28,672,419.00 ",Business Products & Services,2
25322,892,25,Ken Systems,VA,Herndon,501,"$2,504,595.00 ",IT Services,1
24838,893,8,OneTaste,CA,San Francisco,500,"$4,220,190.00 ",Education,1
26041,894,34,Fresh Healthy Vending International,CA,San Diego,500,"$4,865,837.00 ",Food & Beverage,1
26597,895,30,Solar Alternatives,LA,New Orleans,499,"$3,541,675.00 ",Energy,1
24799,896,22,ZEV Technologies,CA,Oxnard,499,"$3,574,036.00 ",Consumer Products & Services,1
23366,897,150,Private Prep,NY,New York,499,"$4,424,658.00 ",Education,2
26407,898,108,Johnson Security Bureau,NY,Bronx,497,"$3,242,862.00 ",Security,1
26149,899,28,Steubenville Pike Auto,PA,Robinson Township,497,"$2,033,087.00 ",Retail,1
25810,900,29,AccuLynx,WI,Beloit,497,"$3,590,530.00 ",Software,1
25814,901,10,Kitewire,VA,Arlington,497,"$2,245,114.00 ",Software,1
24697,902,830,Cielo,WI,Brookfield,496,"$103,511,000.00 ",Business Products & Services,1
23040,903,50,Arocon Roofing and Construction,MD,Westminster,496,"$9,949,700.00 ",Construction,2
23058,904,62,North Florida Field Services,FL,Jacksonville,495,"$28,574,000.00 ",Construction,2
26414,905,70,Panopto,PA,Pittsburgh,495,"$9,346,589.00 ",Software,1
21053,906,55,Landmark Network,CA,North Hollywood,495,"$9,421,560.00 ",Real Estate,3
26307,907,11,Inspiria Media,NY,White Plains,494,"$2,325,282.00 ",Media,1
22953,908,102,SalesStaff,TX,Stafford,494,"$6,377,726.00 ",Business Products & Services,2
23309,909,35,3d Lacrosse,CO,Denver,493,"$7,008,804.00 ",Consumer Products & Services,2
21393,910,37,Worldwide Power Products,TX,Houston,493,"$36,567,478.00 ",Energy,3
23304,911,106,Coretek Services,MI,Farmington Hills,492,"$25,982,707.00 ",IT Services,2
23306,912,808,JobFinders Employment Services,MO,Columbia,492,"$4,699,200.00 ",Human Resources,2
26429,913,50,Kinetix Trading Solutions,NJ,Princeton,492,"$7,389,824.00 ",Financial Services,1
25912,914,65,Cervello,MA,Boston,491,"$11,779,604.00 ",IT Services,1
25496,915,47,Swift Capital,DE,Wilmington,491,"$11,703,500.00 ",Financial Services,1
19358,916,106,Jama Software,OR,Portland,491,"$13,009,475.00 ",Software,4
25479,917,25,Mobile Healthcare Solutions,AZ,Dewey,491,"$2,062,081.00 ",Health,1
26532,918,160,Premier Management,MD,Columbia,490,"$19,242,500.00 ",Government Services,1
23403,919,5,ExclusiveCPA,WI,Kaukauna,490,"$7,992,963.00 ",Advertising & Marketing,2
21173,920,350,MediaMath,NY,New York,490,"$310,820,958.00 ",Advertising & Marketing,2
22124,921,50,Tower Legal Solutions,NY,New York,489,"$83,091,126.00 ",Business Products & Services,2
18326,922,"4,100",Dialog Direct,MI,Highland Park,488,"$254,980,000.00 ",Telecommunications,5
25256,923,35,Mongoose Metrics,OH,Independence,488,"$8,191,428.00 ",IT Services,1
25697,924,450,Marbles: The Brain Store,IL,Chicago,487,"$18,912,000.00 ",Retail,1
23354,925,15,Vector Media Group,NY,New York,487,"$2,930,153.00 ",Advertising & Marketing,2
25979,926,30,C-leveled,PA,Pittsburgh,487,"$2,201,504.00 ",Business Products & Services,1
25853,927,12,DecisivEdge,DE,Wilmington,486,"$5,403,224.00 ",Financial Services,1
17681,928,75,Moore Family Hearing Company,CA,Roseville,485,"$12,373,664.00 ",Health,2
